description,players,cost_est,issue_date,issue_year,issue_month,issue_day,address,lat,lng,boundaries,permit_number,_permit_year
NORTH TOWER CRANE SET-UP AND OPERATION FOR A PECCO SK400 TEMPORARY TOWER CRANE AS PER PLANS.,Kohout ChristopherClayco Inc.Kevin Ryan,"$60,000.00",11/15/2013,2013,11,15,5656 S Maryland Ave,41.7914970,-87.6050870,"5 (ward)HYDE PARK (communityarea)Hyde Park (neighborhood)60637 (zip)Hyde Park Kenwood Historic District (nationalregister)Hyde Park (township)District 02, Beat 0235 (chipolicebeat)District 2 - Wentworth (chipolicedistrict)3 (cookcountydistrict)Christian L. Mitchell (26th) (illinoishouse)Kwame Raoul (13th) (illinoissenate)Kenwood Hs (HS) (cpsattendance)",100510595,2013
INSTALL FREE STANDING PEINER SK575 TOWER CRANE,Patrick O'connorConnolly Eamonn F.James Mchugh Construction Co,"$20,000.00",11/5/2013,2013,11,5,1000 W Fulton Market,41.8868480,-87.6522340,"27 (ward)NEAR WEST SIDE (communityarea)West Town (neighborhood)60607 (zip)Kinzie Industrial Corridor (tif)Fulton-Randolph Market District (landmarkdistrict)Enterprise Zone 4 (enterprisezone)Kinzie (industrialcorridor)West (township)District 12, Beat 1214 (chipolicebeat)District 12 - Near West (chipolicedistrict)2 (cookcountydistrict)Lake Michigan Area boundary (mcpier)Neighbors of West Loop (neighborhoodorganization)Arthur Turner (9th) (illinoishouse)Patricia Van Pelt (5th) (illinoissenate)Wells Hs (HS) (cpsattendance)",100514154,2013
"TOWER CRANE ERECTION AND OPERATION FOR A PECCO SK280 TEMPORARY TOWER CRANE, AS PER PLANS.",Kohout ChristopherClayco Inc.Kevin Ryan,"$60,000.00",10/4/2013,2013,10,4,5656 S Maryland Ave,41.7914970,-87.6050870,"5 (ward)HYDE PARK (communityarea)Hyde Park (neighborhood)60637 (zip)Hyde Park Kenwood Historic District (nationalregister)Hyde Park (township)District 02, Beat 0235 (chipolicebeat)District 2 - Wentworth (chipolicedistrict)3 (cookcountydistrict)Christian L. Mitchell (26th) (illinoishouse)Kwame Raoul (13th) (illinoissenate)Kenwood Hs (HS) (cpsattendance)",100510590,2013
PHASE 2: TIE-IN FOR LIEBHERR 200HC TEMPORARY TOWER CRANE AS PER PLANS.,"Sai TataKohout ChristopherPower Construction Company, LlConcrete Structures Of The","$60,000.00",9/20/2013,2013,9,20,350 E South Water St,41.8866140,-87.6189640,"42 (ward)LOOP (communityarea)Near East Side (neighborhood)60601 (zip)South (township)District 01, Beat 0114 (chipolicebeat)District 1 - Central (chipolicedistrict)3 (cookcountydistrict)Lake Michigan Area boundary (mcpier)Christian L. Mitchell (26th) (illinoishouse)Kwame Raoul (13th) (illinoissenate)Wells Hs (HS) (cpsattendance)",100508084,2013
PHASE 1: BASE SUPPORT AND SET-UP FOR THE SOUTH TEMPORARY TOWER CRANE - MANITOWOC MR605B AS PER PLANS.,"Ed CaseKohout ChristopherPower Construction Company, LlJames Mchugh Construction Co.","$60,000.00",9/6/2013,2013,9,6,355 E Erie St,41.8941330,-87.6181790,"42 (ward)NEAR NORTH SIDE (communityarea)Gold Coast (neighborhood)60611 (zip)North (township)District 18, Beat 1834 (chipolicebeat)District 18 - Near North (chipolicedistrict)3 (cookcountydistrict)Lake Michigan Area boundary (mcpier)Streeterville Organization of Active Residents (SOAR) (neighborhoodorganization)Christian L. Mitchell (26th) (illinoishouse)Kwame Raoul (13th) (illinoissenate)Wells Hs (HS) (cpsattendance)",100502087,2013
PHASE 1: BASE SUPPORT AND SET UP FOR THE NORTH TEMPORARY TOWER CRANE - MANITOWOC MR605B AS PER PLANS.,"Ed CaseKohout ChristopherPower Construction Company, LlJames Mchugh Construction Co.","$60,000.00",8/30/2013,2013,8,30,355 E Erie St,41.8941330,-87.6181790,"42 (ward)NEAR NORTH SIDE (communityarea)Gold Coast (neighborhood)60611 (zip)North (township)District 18, Beat 1834 (chipolicebeat)District 18 - Near North (chipolicedistrict)3 (cookcountydistrict)Lake Michigan Area boundary (mcpier)Streeterville Organization of Active Residents (SOAR) (neighborhoodorganization)Christian L. Mitchell (26th) (illinoishouse)Kwame Raoul (13th) (illinoissenate)Wells Hs (HS) (cpsattendance)",100502083,2013
PHASE 1: BASE SUPPORT AND SET-UP FOR MANITOWOC MD485 TEMPORARY TOWER CRANE AS PER PLANS.,"Martin WalzKohout ChristopherPower Construction Company, LlGoebel Forming, Inc.","$60,000.00",8/1/2013,2013,8,1,765 W Adams St,41.8791170,-87.6466070,"27 (ward)NEAR WEST SIDE (communityarea)Greektown (neighborhood)60661 (zip)Near West (tif)Enterprise Zone 4 (enterprisezone)West (township)16 (ssa)District 12, Beat 1232 (chipolicebeat)District 12 - Near West (chipolicedistrict)2 (cookcountydistrict)Lake Michigan Area boundary (mcpier)Neighbors of West Loop (neighborhoodorganization)Arthur Turner (9th) (illinoishouse)Patricia Van Pelt (5th) (illinoissenate)Wells Hs (HS) (cpsattendance)",100501273,2013
INSTALLATION AND OPERATION OF A SELF ERECTING CRANE: POTAIN IGO 50 CRANE ON THE TOP OF AN EXISTING 5 STORY BUILDING AS PER PLANS.,"Jean ShoreKohout ChristopherPower Construction Company, LlRosemont Masonry Corp.","$30,000.00",7/16/2013,2013,7,16,113 N Green St,41.8835570,-87.6484320,"27 (ward)NEAR WEST SIDE (communityarea)West Town (neighborhood)60661 (zip)Near West (tif)Enterprise Zone 4 (enterprisezone)West (township)District 12, Beat 1224 (chipolicebeat)District 12 - Near West (chipolicedistrict)2 (cookcountydistrict)Lake Michigan Area boundary (mcpier)Neighbors of West Loop (neighborhoodorganization)Arthur Turner (9th) (illinoishouse)Patricia Van Pelt (5th) (illinoissenate)Wells Hs (HS) (cpsattendance)",100497581,2013
PHASE 1: BASE SUPPORT AND SET-UP FOR PEINER SK-315 TEMPORARY TOWER CRANE AS PER PLANS.,"Kohout ChristopherPower Construction Company, LlConcrete Structures Of TheRob Eshoo","$60,000.00",7/8/2013,2013,7,8,1164 W Madison St,41.8817330,-87.6567140,"25 (ward)NEAR WEST SIDE (communityarea)Near West Side (neighborhood)60607 (zip)Enterprise Zone 4 (enterprisezone)West (township)District 12, Beat 1224 (chipolicebeat)District 12 - Near West (chipolicedistrict)2 (cookcountydistrict)Lake Michigan Area boundary (mcpier)Neighbors of West Loop (neighborhoodorganization)Arthur Turner (9th) (illinoishouse)Patricia Van Pelt (5th) (illinoissenate)Wells Hs (HS) (cpsattendance)",100497931,2013
PHASE 1: BASE SUPPORT AND SET-UP FOR LIEBHERR 200HC TEMPORARY TOWER CRANE AS PER PLANS.,"Sai TataKohout ChristopherPower Construction Company, LlConcrete Structures Of The","$60,000.00",7/8/2013,2013,7,8,350 E South Water St,41.8866140,-87.6189640,"42 (ward)LOOP (communityarea)Near East Side (neighborhood)60601 (zip)South (township)District 01, Beat 0114 (chipolicebeat)District 1 - Central (chipolicedistrict)3 (cookcountydistrict)Lake Michigan Area boundary (mcpier)Christian L. Mitchell (26th) (illinoishouse)Kwame Raoul (13th) (illinoissenate)Wells Hs (HS) (cpsattendance)",100491563,2013
"PHASE 1: BASE SUPPORT AND SET-UP FOR A MANITOWOC MD485 TEMPORARY TOWER CRANE, AS PER PLANS.","Patrick WildeKohout ChristopherLend Lease (Us) Construction,Adjustable Forms Inc","$60,000.00",6/28/2013,2013,6,28,220 W Illinois St,41.8908830,-87.6349740,"42 (ward)NEAR NORTH SIDE (communityarea)River North (neighborhood)60654 (zip)North (township)District 18, Beat 1831 (chipolicebeat)District 18 - Near North (chipolicedistrict)12 (cookcountydistrict)Lake Michigan Area boundary (mcpier)Kenneth Dunkin (5th) (illinoishouse)Mattie Hunter (3rd) (illinoissenate)Wells Hs (HS) (cpsattendance)",100491570,2013
"INSTALLATION AND OPERATION OF A TIMBERLAND 35 TON STIFFLEG DERRICK CRANE AND DRUM HOIST, AS PER PLAN.","James MladuckyKohout ChristopherLend Lease (Us) Construction,","$60,000.00",6/28/2013,2013,6,28,259 E Erie St,41.8940850,-87.6204040,"42 (ward)NEAR NORTH SIDE (communityarea)Gold Coast (neighborhood)60611 (zip)North (township)District 18, Beat 1834 (chipolicebeat)District 18 - Near North (chipolicedistrict)3 (cookcountydistrict)Lake Michigan Area boundary (mcpier)Streeterville Organization of Active Residents (SOAR) (neighborhoodorganization)Christian L. Mitchell (26th) (illinoishouse)Kwame Raoul (13th) (illinoissenate)Wells Hs (HS) (cpsattendance)",100493582,2013
"PEINER SK415 TOWER CRANE, TIE-IN PHASE 2, 3, 4 & 5, PHASE 1 PERMIT # 100474639",Eammon ConnollyJames Mchugh Construction CoNew Water Park Llc,"$20,000.00",6/28/2013,2013,6,28,455 N Park Dr,41.8902190,-87.6194580,"42 (ward)LOOP (communityarea)Streeterville (neighborhood)60611 (zip)North (township)District 18, Beat 1834 (chipolicebeat)District 18 - Near North (chipolicedistrict)3 (cookcountydistrict)Lake Michigan Area boundary (mcpier)Streeterville Organization of Active Residents (SOAR) (neighborhoodorganization)Christian L. Mitchell (26th) (illinoishouse)Kwame Raoul (13th) (illinoissenate)Wells Hs (HS) (cpsattendance)",100492175,2013
INSTALL NEW TOWER CRANE - LIEBHER 420ECH FDN,"Ppf Amli 800-888 S. Clark Associates, LlcRathgeber William EChicago Building Consulting SeWalsh Construction Company","$100,000.00",6/27/2013,2013,6,27,111 W Polk St,41.8720870,-87.6309690,"4 (ward)LOOP (communityarea)South Loop (neighborhood)60605 (zip)River South (tif)South (township)District 01, Beat 0123 (chipolicebeat)District 1 - Central (chipolicedistrict)3 (cookcountydistrict)Lake Michigan Area boundary (mcpier)Sonya M. Harper (6th) (illinoishouse)Mattie Hunter (3rd) (illinoissenate)Phillips Hs (HS) (cpsattendance)",100484234,2013
"PHASE 2: TIE-IN AND CLIMB SCHEDULE FOR A MANITOWOC MD-485 TEMPORARY TOWER CRANE, AS PER PLANS","Kohout ChristopherLend Lease (Us) Construction,Adjustable Forms IncMatthew Nygren","$60,000.00",5/29/2013,2013,5,29,111 W Wacker Dr,41.8867060,-87.6313520,"42 (ward)LOOP (communityarea)The Loop (neighborhood)60601 (zip)South (township)District 01, Beat 0122 (chipolicebeat)District 1 - Central (chipolicedistrict)2 (cookcountydistrict)Lake Michigan Area boundary (mcpier)Sonya M. Harper (6th) (illinoishouse)Mattie Hunter (3rd) (illinoissenate)Phillips Hs (HS) (cpsattendance)",100489939,2013
"**REVISED TOWER CRANE PERMIT #100482403, FOR THE INSTALLATION AND OPERATION OF A PEINER SK415 TOWER CRANE, AS PER PLANS.","Kohout ChristopherLend Lease (Us) Construction,Goebel Forming, Inc.Darren Sloniger","$60,000.00",5/28/2013,2013,5,28,123 N Desplaines St,41.8839090,-87.6440420,"42 (ward)NEAR WEST SIDE (communityarea)West Loop Gate (neighborhood)60661 (zip)West (township)District 01, Beat 0121 (chipolicebeat)District 1 - Central (chipolicedistrict)2 (cookcountydistrict)Lake Michigan Area boundary (mcpier)Neighbors of West Loop (neighborhoodorganization)Sonya M. Harper (6th) (illinoishouse)Mattie Hunter (3rd) (illinoissenate)Wells Hs (HS) (cpsattendance)",100490953,2013
"** POTAIN MR415 TOWER CRANE, TIE-IN REVISED PHASE 4, PHASE 1 PERMIT # 10444704 & PHASE 2, 3 & 4 PERMIT # 100466800 & 100481480",Connolly Eamonn F.James Mchugh Construction CoPaul Marrucci,"$20,000.00",5/22/2013,2013,5,22,73 E Lake St,41.8856230,-87.6253730,"42 (ward)LOOP (communityarea)The Loop (neighborhood)60601 (zip)South (township)District 01, Beat 0111 (chipolicebeat)District 1 - Central (chipolicedistrict)2 (cookcountydistrict)Lake Michigan Area boundary (mcpier)Kenneth Dunkin (5th) (illinoishouse)Mattie Hunter (3rd) (illinoissenate)Phillips Hs (HS) (cpsattendance)",100487531,2013
PHASE 2: SOUTH TOWER CRANE TIE-IN AND CLIMB SCHEDULE FOR A MANITOWOC MD605B AS PER PLANS.,"James MladuckyKohout ChristopherLend Lease (Us) Construction,","$100,000.00",3/13/2013,2013,3,13,259 E Erie St,41.8940850,-87.6204040,"42 (ward)NEAR NORTH SIDE (communityarea)Gold Coast (neighborhood)60611 (zip)North (township)District 18, Beat 1834 (chipolicebeat)District 18 - Near North (chipolicedistrict)3 (cookcountydistrict)Lake Michigan Area boundary (mcpier)Streeterville Organization of Active Residents (SOAR) (neighborhoodorganization)Christian L. Mitchell (26th) (illinoishouse)Kwame Raoul (13th) (illinoissenate)Wells Hs (HS) (cpsattendance)",100475987,2013
PHASE 2: NORTH TOWER CRANE TIE-IN AND CLIMB SCHEDULE FOR A MANITOWOC MD605B AS PER PLANS.,"Jim MladuckyKohout ChristopherLend Lease (Us) Construction,","$100,000.00",3/13/2013,2013,3,13,259 E Erie St,41.8940850,-87.6204040,"42 (ward)NEAR NORTH SIDE (communityarea)Gold Coast (neighborhood)60611 (zip)North (township)District 18, Beat 1834 (chipolicebeat)District 18 - Near North (chipolicedistrict)3 (cookcountydistrict)Lake Michigan Area boundary (mcpier)Streeterville Organization of Active Residents (SOAR) (neighborhoodorganization)Christian L. Mitchell (26th) (illinoishouse)Kwame Raoul (13th) (illinoissenate)Wells Hs (HS) (cpsattendance)",100475986,2013
** REVISED TOWER CRANE PERMIT #100471492 FOR THE PHASE 1 SET-UP OF A MANITOWOC MD485. THE CONNECTION OF THE NEW FOUNDATION SUPPORT TO THE EXISTING CONCRETE STRUCTURE HAS BEEN REVISED AS PER PLANS.,"Mattew NygrenKohout ChristopherLend Lease (Us) Construction,Adjustable Forms Inc","$120,000.00",1/30/2013,2013,1,30,111 W Wacker Dr,41.8867060,-87.6313520,"42 (ward)LOOP (communityarea)The Loop (neighborhood)60601 (zip)South (township)District 01, Beat 0122 (chipolicebeat)District 1 - Central (chipolicedistrict)2 (cookcountydistrict)Lake Michigan Area boundary (mcpier)Sonya M. Harper (6th) (illinoishouse)Mattie Hunter (3rd) (illinoissenate)Phillips Hs (HS) (cpsattendance)",100475800,2013
ERECT 1 FREE STANDING CRANE PEINER SK415 PER PLAN,Eammon ConnollyJames Mchugh Construction CoNew Water Park Llc,"$20,000.00",1/30/2013,2013,1,30,455 N Park Dr,41.8902190,-87.6194580,"42 (ward)LOOP (communityarea)Streeterville (neighborhood)60611 (zip)North (township)District 18, Beat 1834 (chipolicebeat)District 18 - Near North (chipolicedistrict)3 (cookcountydistrict)Lake Michigan Area boundary (mcpier)Streeterville Organization of Active Residents (SOAR) (neighborhoodorganization)Christian L. Mitchell (26th) (illinoishouse)Kwame Raoul (13th) (illinoissenate)Wells Hs (HS) (cpsattendance)",100474639,2013
"PHASE I TOWER CRANE ERECTION AND OPERATION OF A POTAIN MD485B TEMPORARY TOWER CRANE, AS PER PLANS.","Kohout ChristopherLend Lease (Us) Construction,Adjustable Forms IncJim Snyder","$80,000.00",12/21/2012,2012,12,21,3740 N Halsted St,41.9502900,-87.6497310,"46 (ward)LAKE VIEW (communityarea)Lake View (neighborhood)60613 (zip)Lake View (township)18 (ssa)District 19, Beat 1923 (chipolicebeat)District 19 - Town Hall (chipolicedistrict)10 (cookcountydistrict)East Lake View Neighbors (neighborhoodorganization)Sara Feigenholtz (12th) (illinoishouse)John J. Cullerton (6th) (illinoissenate)Lake View Hs (HS) (cpsattendance)",100467160,2012
"PHASE 1 TOWER CRANE ERECTION AND OPERATION FOR A PECCO SK-355 TEMPORARY TOWER CRANE, AS PER PLANS.",Kohout ChristopherW. E. O'neil Construction Co.Tribco Construction CompanyGavin Tun University Of Chicago,"$80,000.00",11/30/2012,2012,11,30,5640 S Ellis Ave,41.7919600,-87.6014610,"5 (ward)HYDE PARK (communityarea)Hyde Park (neighborhood)60637 (zip)Hyde Park Kenwood Historic District (nationalregister)Hyde Park (township)District 02, Beat 0235 (chipolicebeat)District 2 - Wentworth (chipolicedistrict)3 (cookcountydistrict)Christian L. Mitchell (26th) (illinoishouse)Kwame Raoul (13th) (illinoissenate)Kenwood Hs (HS) (cpsattendance)",100463078,2012
"PHASE 2: TOWER CRANE TIE-IN FOR PECCO SK-225 TEMPORARY TOWER CRANE, AS PER PLANS.",Tasleema RajaKohout ChristopherMadison Construction CompanyTribco Construction Company,"$85,000.00",11/26/2012,2012,11,26,829 S Wabash Ave,41.8714470,-87.6257810,"4 (ward)LOOP (communityarea)South Loop (neighborhood)60605 (zip)Near South (tif)South (township)District 01, Beat 0123 (chipolicebeat)District 1 - Central (chipolicedistrict)3 (cookcountydistrict)Lake Michigan Area boundary (mcpier)Kenneth Dunkin (5th) (illinoishouse)Mattie Hunter (3rd) (illinoissenate)Phillips Hs (HS) (cpsattendance)",100458608,2012
"PHASE 1 TOWER CRANE ERECTION AND OPERATION OF A PECCO SK-280-16 TEMPORARY TOWER CRANE, AS PER PLANS.","Kohout ChristopherPower Construction Company, LlCeco Concrete Construction Llc1611 W Division Llc","$80,000.00",11/2/2012,2012,11,2,1611 W Division St,41.9032300,-87.6679780,"1 (ward)WEST TOWN (communityarea)East Ukrainian Village (neighborhood)60622 (zip)West (township)33 (ssa)District 12, Beat 1213 (chipolicebeat)District 12 - Near West (chipolicedistrict)2 (cookcountydistrict)Lake Michigan Area boundary (mcpier)East Village Association (neighborhoodorganization)Cynthia Soto (4th) (illinoishouse)William Delgado (2nd) (illinoissenate)Wells Hs (HS) (cpsattendance)",100463602,2012
"** REVISED PHASE 2 TOWER CRANE PERMIT. REFERENCE ORIGINAL PHASE 2 PERMIT #100452927. TIE IN BOLT DIAMETER AND SPECIFICATION HAS BEEN REVISED, AS PER PLANS.","Matthew CisonKohout ChristopherOptima, Inc.Concrete Structures Of The","$60,000.00",10/12/2012,2012,10,12,200 E Illinois St,41.8910690,-87.6226190,"42 (ward)NEAR NORTH SIDE (communityarea)Streeterville (neighborhood)60611 (zip)North (township)District 18, Beat 1834 (chipolicebeat)District 18 - Near North (chipolicedistrict)3 (cookcountydistrict)Lake Michigan Area boundary (mcpier)Streeterville Organization of Active Residents (SOAR) (neighborhoodorganization)Christian L. Mitchell (26th) (illinoishouse)Kwame Raoul (13th) (illinoissenate)Wells Hs (HS) (cpsattendance)",100461759,2012
"PHASE 1 TOWER CRANE ERECTION AND OPERATION FOR A PECCO SK-225 TEMPORARY TOWER CRANE, AS PER PLANS.",Tasleema RajaKohout ChristopherMadison Construction CompanyTribco Construction Company,"$80,000.00",8/8/2012,2012,8,8,825 S Wabash Ave,41.8714940,-87.6257820,"4 (ward)LOOP (communityarea)South Loop (neighborhood)60605 (zip)Near South (tif)South (township)District 01, Beat 0123 (chipolicebeat)District 1 - Central (chipolicedistrict)3 (cookcountydistrict)Lake Michigan Area boundary (mcpier)Kenneth Dunkin (5th) (illinoishouse)Mattie Hunter (3rd) (illinoissenate)Phillips Hs (HS) (cpsattendance)",100449572,2012
"POTAIN MD485 TOWER CRANE, TIE-IN PHASE 2, 3 & 4, ORIGINAL PHASE 1 TOWR CRANE PERMIT 100427666",Thomas BlackConnolly Eamonn F.James Mchugh Construction Co,"$20,000.00",8/8/2012,2012,8,8,360 W Hubbard St,41.8900410,-87.6378680,"42 (ward)NEAR NORTH SIDE (communityarea)River North (neighborhood)60654 (zip)North (township)District 18, Beat 1831 (chipolicebeat)District 18 - Near North (chipolicedistrict)2 (cookcountydistrict)Lake Michigan Area boundary (mcpier)Sonya M. Harper (6th) (illinoishouse)Mattie Hunter (3rd) (illinoissenate)Wells Hs (HS) (cpsattendance)",100450235,2012
INSTALL FREE STANDING POTAIN MR415 TOWER CRANE PHASE 1,Paul MarucciConnolly Eamonn F.James Mchugh Construction Co,"$20,000.00",7/11/2012,2012,7,11,73 E Lake St,41.8856230,-87.6253730,"42 (ward)LOOP (communityarea)The Loop (neighborhood)60601 (zip)South (township)District 01, Beat 0111 (chipolicebeat)District 1 - Central (chipolicedistrict)2 (cookcountydistrict)Lake Michigan Area boundary (mcpier)Kenneth Dunkin (5th) (illinoishouse)Mattie Hunter (3rd) (illinoissenate)Phillips Hs (HS) (cpsattendance)",100444704,2012
PHASE 1: BASE SUPPORT AND SET-UP FOR MR605B SOUTH TOWER CRANE AS PER PLANS.,"James MladuckyKohout ChristopherLend Lease (Us) Construction,Goebel Forming, Inc.","$60,000.00",7/6/2012,2012,7,6,259 E Erie St,41.8940850,-87.6204040,"42 (ward)NEAR NORTH SIDE (communityarea)Gold Coast (neighborhood)60611 (zip)North (township)District 18, Beat 1834 (chipolicebeat)District 18 - Near North (chipolicedistrict)3 (cookcountydistrict)Lake Michigan Area boundary (mcpier)Streeterville Organization of Active Residents (SOAR) (neighborhoodorganization)Christian L. Mitchell (26th) (illinoishouse)Kwame Raoul (13th) (illinoissenate)Wells Hs (HS) (cpsattendance)",100440047,2012
PHASE 1: BASE SUPPORT AND SET-UP FOR MR605B NORTH TOWER CRANE AS PER PLANS.,"Kohout ChristopherLend Lease (Us) Construction,Goebel Forming, Inc.Jim Mladucky","$60,000.00",6/20/2012,2012,6,20,259 E Erie St,41.8940850,-87.6204040,"42 (ward)NEAR NORTH SIDE (communityarea)Gold Coast (neighborhood)60611 (zip)North (township)District 18, Beat 1834 (chipolicebeat)District 18 - Near North (chipolicedistrict)3 (cookcountydistrict)Lake Michigan Area boundary (mcpier)Streeterville Organization of Active Residents (SOAR) (neighborhoodorganization)Christian L. Mitchell (26th) (illinoishouse)Kwame Raoul (13th) (illinoissenate)Wells Hs (HS) (cpsattendance)",100440042,2012
